Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
4,9,1,3,11,15,7,5,4,7,4,6,20,0.3649635,-1.01696,0.3055556
4,10,2,4,9,14,10,7,3,6,3,7,20,0.3649635,-1.777772,0.2611111
1,6,1,2,13,17,12,8,3,3,1,5,23,0.419708,-0.9185169,0.3583333
2,5,1,2,15,17,11,7,6,6,2,4,22,0.4014599,-0.02280352,0.4
1,4,1,3,16,20,16,9,4,4,1,2,23,0.419708,0.245484,0.4361111
6,8,3,3,12,14,6,5,4,4,4,5,18,0.3284672,-0.3286224,0.3111111
3,6,1,2,13,17,11,8,2,2,3,4,21,0.3832117,-0.9962651,0.3222222
1,4,1,2,14,22,20,8,2,2,1,3,23,0.419708,0.245484,0.4361111
4,8,1,2,12,16,6,5,2,4,4,5,20,0.3649635,-0.4463519,0.3388889
2,5,1,2,14,17,13,8,3,7,2,4,22,0.4014599,-0.2831436,0.3833333
2,7,1,3,11,15,11,8,1,6,2,5,22,0.4014599,-1.541454,0.3027778
5,9,3,3,12,15,7,4,3,3,3,5,19,0.3467153,-0.7400708,0.3055556
3,7,1,3,14,16,10,8,2,6,3,4,21,0.3832117,-0.6332642,0.3444444
2,7,1,2,14,18,17,6,6,7,2,5,22,0.4014599,-0.02280352,0.4
1,5,1,2,16,23,14,8,5,5,1,3,23,0.419708,0.9937704,0.4861111
3,9,2,2,10,17,10,7,4,4,2,6,21,0.3832117,-0.95089,0.325
3,8,1,3,13,18,7,7,4,5,3,5,21,0.3832117,-0.08876298,0.3777778
1,3,1,2,14,18,17,8,3,8,1,2,23,0.419708,-0.3780879,0.3944444
2,4,1,2,13,16,13,8,1,1,2,3,22,0.4014599,-0.8038239,0.35
1,5,1,2,13,20,16,7,3,7,1,4,23,0.419708,-0.6275167,0.3777778
2,7,2,2,12,17,16,6,1,8,1,4,22,0.4014599,-0.977384,0.3388889
2,6,1,3,15,19,11,8,6,6,2,4,22,0.4014599,0.2809266,0.4194444
0,4,0,2,16,21,24,12,5,6,0,2,24,0.4379562,0.3724906,0.4638889
1,7,1,2,14,18,17,6,3,3,1,5,23,0.419708,-0.1702306,0.4083333
1,5,1,2,13,19,13,8,7,7,1,3,23,0.419708,-0.211802,0.4055556
3,8,1,2,13,18,12,3,1,5,3,7,21,0.3832117,-0.3156385,0.3638889
2,8,1,3,12,17,11,6,0,3,2,6,22,0.4014599,-1.758404,0.2888889
5,8,2,3,15,16,7,6,5,8,4,5,19,0.3467153,0.5585165,0.3777778
2,5,2,2,14,18,15,8,1,1,1,3,22,0.4014599,0.5846568,0.4388889
