Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
5,15,3,3,13,35,23,12,0,0,3,10,48,0.2012934,-1.755573,0.09839438
2,13,1,3,16,38,25,17,0,0,2,6,51,0.2138742,-1.410638,0.1263337
2,14,1,3,14,36,45,15,0,0,2,9,51,0.2138742,-1.878979,0.0972697
3,13,1,3,19,34,31,12,0,0,3,7,50,0.2096806,-1.520713,0.1170551
1,8,1,3,14,36,51,25,0,0,1,5,52,0.2180679,-1.667936,0.1126452
2,11,1,4,14,36,30,14,0,0,2,7,51,0.2138742,-1.931202,0.09402886
1,10,1,3,17,35,34,17,0,0,1,6,52,0.2180679,-1.380657,0.1308028
4,14,2,3,16,34,27,13,0,0,3,7,49,0.205487,-1.499568,0.1158713
2,13,2,3,11,35,48,11,0,0,1,9,51,0.2138742,-1.944795,0.09318535
5,13,2,4,14,32,27,14,0,0,4,7,48,0.2012934,-1.658622,0.104077
6,15,1,4,13,31,16,9,0,0,6,10,47,0.1970998,-1.75296,0.096367
0,17,0,4,12,35,53,13,0,0,0,12,53,0.2222615,-2.276165,0.07578246
2,11,1,4,13,35,44,15,0,0,2,7,51,0.2138742,-1.74234,0.1057492
3,16,2,3,14,37,32,11,0,0,2,9,50,0.2096806,-1.742776,0.1035294
0,14,0,3,13,34,53,17,0,0,0,11,53,0.2222615,-1.992171,0.09405845
2,10,1,3,15,32,35,21,0,0,2,7,51,0.2138742,-1.444023,0.1242619
3,13,1,3,14,37,20,13,0,0,3,8,50,0.2096806,-1.895839,0.09420644
2,9,1,2,17,31,36,17,0,0,2,7,51,0.2138742,-1.687255,0.1091676
2,11,1,3,15,35,49,18,0,0,2,5,51,0.2138742,-1.386554,0.1278283
5,13,2,4,15,32,34,21,0,0,3,7,48,0.2012934,-1.570508,0.1092416
0,12,0,3,14,35,53,17,0,0,0,7,53,0.2222615,-1.79211,0.106933
1,13,1,3,13,34,52,11,0,0,1,10,52,0.2180679,-1.711953,0.1098631
1,10,1,3,16,34,52,20,0,0,1,6,52,0.2180679,-1.391895,0.1300925
1,11,1,3,17,33,42,20,0,0,1,8,52,0.2180679,-1.520902,0.1219386
1,10,1,3,17,38,44,19,0,0,1,5,52,0.2180679,-1.56726,0.1190085
0,10,0,3,18,36,53,17,0,0,0,6,53,0.2222615,-1.420274,0.130862
5,15,2,4,14,35,23,15,0,0,4,8,48,0.2012934,-1.538948,0.1110914
4,13,1,3,16,34,18,15,0,0,4,9,49,0.205487,-1.626104,0.1083093
2,12,1,3,16,37,34,15,0,0,2,6,51,0.2138742,-1.639801,0.1121125
1,14,1,4,14,36,49,20,0,0,1,7,52,0.2180679,-1.662551,0.1129856
2,17,1,4,16,34,37,14,0,0,2,9,51,0.2138742,-1.584716,0.1155309
3,19,1,7,14,33,36,9,0,0,3,8,50,0.2096806,-1.615952,0.1112542
1,18,1,6,12,37,52,17,0,0,1,6,52,0.2180679,-2.07111,0.08716241
2,14,1,4,14,37,40,12,0,0,2,8,51,0.2138742,-1.826756,0.1005105
3,12,2,5,17,35,23,15,0,0,2,6,50,0.2096806,-1.481597,0.1194377
1,10,1,3,13,36,36,14,0,0,1,6,52,0.2180679,-1.758779,0.1069034
4,16,1,4,15,35,25,13,0,0,4,7,49,0.205487,-1.673896,0.1054532
2,13,1,4,15,36,50,11,0,0,2,8,51,0.2138742,-1.68344,0.1094044
1,14,1,4,16,39,52,15,0,0,1,7,52,0.2180679,-1.513175,0.1224269
0,10,0,3,16,35,53,17,0,0,0,7,53,0.2222615,-1.584231,0.1203108
2,15,1,4,14,37,36,20,0,0,2,10,51,0.2138742,-1.5313,0.1188457
