Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
1,2,1,1,19,19,22,21,0,0,1,2,22,0.2591629,3.507922,0.5040385
1,1,1,1,15,18,22,22,0,0,1,1,22,0.2591629,2.614282,0.4416566
1,1,1,1,14,17,22,22,0,0,1,1,22,0.2591629,1.831424,0.3870081
0,2,0,1,19,20,23,21,1,1,0,2,23,0.270943,3.208707,0.5042103
1,2,1,1,17,19,18,18,2,2,1,2,22,0.2591629,2.336096,0.4222375
0,2,0,1,16,19,23,21,0,0,0,2,23,0.270943,2.68865,0.4664032
0,2,0,1,15,20,23,21,0,0,0,2,23,0.270943,2.218236,0.4322048
0,1,0,1,19,19,23,22,0,0,0,1,23,0.270943,2.752475,0.4710431
2,4,1,1,14,16,13,13,0,0,2,4,21,0.2473827,2.081516,0.3866644
1,3,1,1,15,18,12,11,0,0,1,3,22,0.2591629,1.952053,0.3954288
2,4,1,2,15,16,12,12,0,0,2,3,21,0.2473827,1.755348,0.3648393
1,2,1,1,16,17,22,21,0,0,1,2,22,0.2591629,1.282438,0.3486853
0,2,0,1,19,20,23,20,0,0,0,2,23,0.270943,3.423821,0.5198488
1,2,1,1,19,21,22,20,1,1,1,2,22,0.2591629,3.983053,0.5372057
1,1,1,1,16,19,22,22,0,0,1,1,22,0.2591629,2.956475,0.4655439
0,2,0,1,18,22,23,20,0,0,0,2,23,0.270943,3.343449,0.5140058
1,2,1,1,17,17,22,21,0,0,1,2,22,0.2591629,1.752646,0.3815089
2,3,2,2,18,19,21,20,1,1,1,2,21,0.2473827,3.321982,0.4696683
2,3,2,2,18,18,21,20,0,0,1,2,21,0.2473827,3.101112,0.4548892
1,1,1,1,18,18,22,22,0,0,1,1,22,0.2591629,2.914624,0.4626224
2,2,1,1,15,17,11,11,1,1,2,2,21,0.2473827,2.846855,0.4378759
1,2,1,1,17,18,17,16,1,1,1,2,22,0.2591629,2.688136,0.4468122
0,1,0,1,16,19,23,22,1,1,0,1,23,0.270943,2.17805,0.4292834
1,3,1,1,18,18,17,16,0,0,1,3,22,0.2591629,2.112071,0.4065991
0,2,0,1,15,17,23,21,0,0,0,2,23,0.270943,1.617807,0.3885547
2,3,2,2,15,16,14,13,0,0,1,2,21,0.2473827,2.227907,0.3964599
3,3,1,1,15,17,8,8,0,0,3,3,20,0.2356026,2.037504,0.3660423
0,1,0,1,18,18,23,22,0,0,0,1,23,0.270943,2.232419,0.433236
1,2,1,1,18,20,17,17,0,0,1,2,22,0.2591629,2.355791,0.4236123
0,1,0,1,16,19,23,22,0,0,0,1,23,0.270943,3.116515,0.4975082
3,3,2,2,14,16,13,13,0,0,2,2,20,0.2356026,1.610691,0.338718
2,3,1,2,19,19,20,20,1,1,2,2,21,0.2473827,3.953772,0.5119436
3,4,1,1,14,17,9,9,0,0,3,4,20,0.2356026,2.687118,0.4076302
1,3,1,2,16,19,21,20,1,1,1,2,22,0.2591629,2.907238,0.4621069
0,1,0,1,18,20,23,22,0,0,0,1,23,0.270943,2.60355,0.4602165
1,2,1,1,16,17,15,14,0,0,1,2,22,0.2591629,2.685675,0.4466403
0,2,0,1,18,20,23,21,0,0,0,2,23,0.270943,2.936859,0.4844475
2,3,1,1,16,17,17,15,0,0,2,3,21,0.2473827,2.582325,0.4201753
0,1,0,1,18,21,23,22,0,0,0,1,23,0.270943,1.840013,0.4047087
0,2,0,1,19,22,23,20,1,1,0,2,23,0.270943,3.995883,0.5614367
0,1,0,1,19,19,23,22,0,0,0,1,23,0.270943,2.107133,0.4241279
2,3,1,1,18,18,11,11,0,0,2,3,21,0.2473827,3.088271,0.4540299
0,2,0,1,18,20,23,21,0,0,0,2,23,0.270943,2.175686,0.4291115
0,2,0,1,17,19,23,20,1,1,0,2,23,0.270943,2.442806,0.4485307
1,2,1,1,17,18,13,12,0,0,1,2,22,0.2591629,2.843231,0.4576388
1,2,1,1,17,19,19,18,0,0,1,2,22,0.2591629,1.334136,0.3522942
2,3,1,1,18,19,20,18,0,0,2,3,21,0.2473827,3.409302,0.4755113
1,2,1,1,16,17,12,12,0,0,1,2,22,0.2591629,1.341522,0.3528098
1,1,1,1,18,20,22,22,0,0,1,1,22,0.2591629,3.374984,0.4947585
2,2,1,1,15,16,19,19,0,0,2,2,21,0.2473827,2.132881,0.3901014
1,3,1,2,19,21,22,20,0,0,1,2,22,0.2591629,2.904776,0.461935
3,5,1,2,16,17,17,16,0,0,3,4,20,0.2356026,2.730068,0.4103798
0,2,0,1,17,19,23,21,0,0,0,2,23,0.270943,2.386072,0.4444063
1,3,1,2,16,18,22,20,0,0,1,2,22,0.2591629,2.434569,0.4291115
0,1,0,1,17,20,23,22,1,1,0,1,23,0.270943,2.74302,0.4703557
1,3,1,1,15,17,17,16,0,0,1,3,22,0.2591629,2.203158,0.4129576
0,1,0,1,17,18,23,22,0,0,0,1,23,0.270943,2.787934,0.4736209
