Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
0,18,0,3,14,35,55,7,0,2,0,10,55,0.3311393,-3.687173,0.06584022
2,24,1,5,15,36,27,15,0,6,2,9,53,0.3190978,-3.720241,0.06088154
2,11,1,3,15,36,31,24,0,4,2,7,53,0.3190978,-3.509884,0.07548209
1,14,1,4,17,36,29,13,0,4,1,8,54,0.3251186,-3.559198,0.07355372
0,16,0,5,15,37,55,19,0,5,0,7,55,0.3311393,-3.595285,0.07245179
3,16,1,5,16,38,25,12,0,3,3,7,52,0.3130771,-3.507246,0.07410468
1,12,1,3,17,35,54,19,0,6,1,8,54,0.3251186,-3.41109,0.08402204
2,19,2,4,14,38,29,14,0,5,1,10,53,0.3190978,-3.621016,0.0677686
3,19,1,4,15,34,30,13,0,5,3,10,52,0.3130771,-3.644711,0.06473829
4,18,1,6,14,38,25,10,0,4,4,11,51,0.3070564,-3.611629,0.06556474
3,18,1,3,15,37,23,21,0,3,3,9,52,0.3130771,-3.616409,0.06666667
3,20,2,4,15,40,29,11,0,3,2,11,52,0.3130771,-3.55172,0.07107438
0,18,0,5,14,37,55,9,0,9,0,13,55,0.3311393,-3.526368,0.07741047
3,17,1,4,15,37,24,13,0,3,3,8,52,0.3130771,-3.584065,0.06887052
2,18,1,4,13,38,37,11,0,6,2,11,53,0.3190978,-3.617047,0.06804408
3,17,1,5,15,36,27,16,0,4,3,10,52,0.3130771,-3.60428,0.06749311
4,24,1,5,10,33,24,5,0,5,4,14,51,0.3070564,-3.829988,0.05096419
2,15,2,4,17,35,30,15,0,3,1,8,53,0.3190978,-3.490039,0.0768595
1,14,1,2,15,37,54,11,0,4,1,10,54,0.3251186,-3.590379,0.07134986
0,16,0,4,13,36,55,11,0,6,0,8,55,0.3311393,-3.652715,0.06831956
0,13,0,2,15,36,55,9,0,6,0,11,55,0.3311393,-3.495738,0.07961433
2,21,1,6,14,38,25,8,0,6,2,11,53,0.3190978,-3.640861,0.06639118
4,15,1,3,16,34,21,19,0,7,4,11,51,0.3070564,-3.314991,0.08539945
2,14,1,4,14,37,53,19,0,3,2,7,53,0.3190978,-3.561481,0.07190083
2,12,1,3,15,37,28,10,0,4,2,8,53,0.3190978,-3.474163,0.07796143
2,13,1,6,17,35,28,19,0,3,2,4,53,0.3190978,-3.398752,0.08319559
1,12,1,3,15,36,52,21,0,7,1,6,54,0.3251186,-3.442271,0.08181818
2,10,1,2,17,35,29,21,0,6,2,7,53,0.3190978,-3.422566,0.0815427
2,10,1,2,14,38,25,15,0,6,2,7,53,0.3190978,-3.56545,0.07162534
1,12,1,3,15,37,29,21,0,6,1,7,54,0.3251186,-3.50853,0.07713499
2,14,1,3,16,37,23,20,0,4,2,10,53,0.3190978,-3.509884,0.07548209
4,14,2,4,14,38,29,13,0,3,3,9,51,0.3070564,-3.45919,0.07575758
1,15,1,4,15,36,32,15,0,8,1,11,54,0.3251186,-3.625457,0.06887052
3,17,1,3,17,35,24,14,0,6,3,10,52,0.3130771,-3.519376,0.07327824
3,15,2,3,16,37,43,21,0,4,2,7,52,0.3130771,-3.515333,0.07355372
1,23,1,4,14,40,30,7,0,4,1,13,54,0.3251186,-3.746282,0.06033058
2,10,1,3,14,40,29,17,0,5,2,7,53,0.3190978,-3.549574,0.07272727
1,19,1,3,15,39,29,10,0,5,1,12,54,0.3251186,-3.676126,0.06528926
3,18,1,3,13,34,24,11,0,5,3,12,52,0.3130771,-3.571936,0.06969697
2,15,1,5,18,33,37,21,0,7,2,6,53,0.3190978,-3.450349,0.07961433
1,21,1,4,12,39,31,7,0,5,1,11,54,0.3251186,-3.718999,0.06225895
5,20,2,4,13,32,14,8,0,4,4,11,50,0.3010357,-3.598265,0.06501377
2,17,1,7,15,36,29,8,0,6,2,8,53,0.3190978,-3.529729,0.07410468
1,21,1,4,14,39,30,8,0,3,1,10,54,0.3251186,-3.695614,0.06391185
3,14,1,4,15,35,27,19,0,4,3,7,52,0.3130771,-3.478945,0.07603306
3,14,1,3,14,36,24,14,0,5,3,9,52,0.3130771,-3.466816,0.0768595
1,18,1,4,12,38,29,15,0,6,1,8,54,0.3251186,-3.672228,0.06556474
1,18,1,4,14,39,52,12,0,4,1,10,54,0.3251186,-3.598174,0.0707989
5,21,1,6,14,34,34,7,0,5,5,12,50,0.3010357,-3.610864,0.06418733
1,17,1,4,15,37,30,9,0,2,1,10,54,0.3251186,-3.574789,0.07245179
3,19,1,4,14,36,29,20,0,4,3,10,52,0.3130771,-3.644711,0.06473829
2,17,2,4,14,36,53,9,0,4,1,8,53,0.3190978,-3.517822,0.07493113
2,12,1,3,14,33,48,17,0,2,2,7,53,0.3190978,-3.52576,0.07438017
2,22,1,6,13,37,42,10,0,4,2,9,53,0.3190978,-3.696427,0.06253444
3,21,1,4,12,35,23,7,0,2,3,10,52,0.3130771,-3.830692,0.05206612
0,14,0,2,16,39,55,15,0,4,0,10,55,0.3311393,-3.572312,0.07410468
0,20,0,4,15,40,55,20,0,3,0,8,55,0.3311393,-3.752261,0.06115702
2,14,1,4,16,39,28,16,0,5,2,8,53,0.3190978,-3.573388,0.07107438
4,17,2,5,14,37,25,11,0,6,3,9,51,0.3070564,-3.545709,0.06997245
1,22,1,4,13,39,54,8,0,6,1,14,54,0.3251186,-3.699511,0.06363636
1,14,1,3,16,40,52,21,0,4,1,8,54,0.3251186,-3.570891,0.07272727
1,19,1,3,15,36,52,11,0,4,1,13,54,0.3251186,-3.711204,0.06280992
2,16,1,4,15,39,42,12,0,6,2,9,53,0.3190978,-3.60514,0.06887052
2,19,1,5,17,38,28,14,0,4,2,10,53,0.3190978,-3.581326,0.07052342
1,17,1,4,15,38,28,7,0,5,1,10,54,0.3251186,-3.613765,0.06969697
2,23,1,3,12,38,30,5,0,5,2,14,53,0.3190978,-3.716272,0.06115702
0,11,0,2,14,38,55,10,0,5,0,10,55,0.3311393,-3.541683,0.07630854
2,19,1,4,13,35,32,9,0,5,2,11,53,0.3190978,-3.664675,0.06473829
1,16,1,3,16,35,53,12,0,3,1,9,54,0.3251186,-3.563096,0.07327824
0,15,0,3,14,38,55,16,0,7,0,9,55,0.3311393,-3.633572,0.06969697
3,20,1,4,16,37,30,12,0,4,3,11,52,0.3130771,-3.677056,0.06253444
3,17,1,5,15,36,32,14,0,7,3,10,52,0.3130771,-3.636625,0.06528926
1,16,1,6,16,39,30,13,0,4,1,9,54,0.3251186,-3.602072,0.07052342
0,16,0,4,15,36,55,12,0,5,0,9,55,0.3311393,-3.664201,0.06749311
4,15,2,3,14,32,39,21,0,6,3,10,51,0.3070564,-3.570429,0.06831956
1,16,1,4,15,35,54,12,0,7,1,10,54,0.3251186,-3.582584,0.07190083
2,17,1,3,13,36,30,14,0,4,2,11,53,0.3190978,-3.628954,0.06721763
5,18,1,4,18,38,24,18,0,8,5,9,50,0.3010357,-3.45967,0.07410468
1,14,1,3,15,38,28,13,0,7,1,9,54,0.3251186,-3.617662,0.06942149
1,17,1,5,12,37,54,18,0,5,1,8,54,0.3251186,-3.62156,0.06914601
1,16,1,4,15,38,30,14,0,6,1,9,54,0.3251186,-3.641048,0.0677686
0,16,0,3,15,39,55,11,0,7,0,10,55,0.3311393,-3.583799,0.07327824
4,18,1,4,14,35,25,9,0,5,4,10,51,0.3070564,-3.50863,0.07245179
0,13,0,3,13,39,55,19,0,6,0,9,55,0.3311393,-3.595285,0.07245179
3,10,2,3,14,34,29,15,0,8,2,7,52,0.3130771,-3.450643,0.07796143
0,14,0,4,14,38,55,16,0,5,0,8,55,0.3311393,-3.591456,0.07272727
1,15,1,5,18,37,30,12,0,8,1,9,54,0.3251186,-3.422783,0.08319559
2,13,1,3,13,34,50,14,0,7,2,10,53,0.3190978,-3.541636,0.07327824
1,12,1,3,13,38,30,15,0,7,1,7,54,0.3251186,-3.50853,0.07713499
1,13,1,3,18,37,54,21,0,3,1,8,54,0.3251186,-3.446168,0.0815427
1,15,1,3,14,37,54,11,0,5,1,10,54,0.3251186,-3.563096,0.07327824
0,12,0,2,15,38,55,14,0,8,0,8,55,0.3311393,-3.457451,0.08236915
