Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
3,8,1,2,18,30,28,20,1,6,3,7,36,0.3396341,-2.169195,0.1937322
2,7,1,2,15,32,30,13,1,4,2,5,37,0.3490684,-2.517235,0.1752137
3,11,2,4,16,29,18,15,0,5,2,6,36,0.3396341,-2.666896,0.1602564
3,7,2,2,15,28,23,23,0,0,2,4,36,0.3396341,-2.317447,0.1837607
2,9,1,2,14,31,35,12,1,5,2,8,37,0.3490684,-2.713176,0.1616809
2,10,2,4,14,30,29,25,1,5,1,4,37,0.3490684,-2.527548,0.1745014
2,9,1,9,16,31,35,30,0,5,2,1,37,0.3490684,-2.362546,0.1858974
0,6,0,2,15,29,39,22,0,8,0,5,39,0.3679369,-2.759643,0.1673789
2,12,1,4,17,34,29,23,0,6,2,5,37,0.3490684,-2.372858,0.1851852
5,8,3,3,15,29,23,22,0,6,3,4,34,0.3207655,-2.230772,0.1787749
2,11,1,8,16,34,32,23,0,4,2,3,37,0.3490684,-2.506923,0.1759259
2,10,1,2,14,35,15,9,0,6,2,8,37,0.3490684,-2.702863,0.1623932
0,7,0,1,14,33,39,8,1,4,0,7,39,0.3679369,-3.141861,0.1396011
1,9,1,4,14,33,36,11,1,3,1,5,38,0.3585026,-2.78725,0.1609687
3,12,2,10,14,32,23,21,0,0,2,3,36,0.3396341,-2.412751,0.1773504
1,10,1,2,13,36,36,13,0,4,1,9,38,0.3585026,-3.159101,0.1346154
1,5,1,2,19,33,24,23,0,2,1,3,38,0.3585026,-2.204349,0.2022792
4,10,2,4,16,31,34,15,1,2,3,6,35,0.3301998,-2.389558,0.1737892
5,13,1,4,15,31,25,16,0,4,5,7,34,0.3207655,-2.532901,0.1595442
0,5,0,3,16,38,39,28,1,5,0,3,39,0.3679369,-2.45583,0.1894587
0,4,0,1,15,35,39,31,1,5,0,4,39,0.3679369,-2.446029,0.1901709
1,12,1,8,12,33,32,21,0,3,1,5,38,0.3585026,-2.6566,0.1702279
2,13,1,9,17,30,35,23,0,3,2,4,37,0.3490684,-2.568799,0.1716524
2,6,1,2,16,33,28,16,0,5,2,5,37,0.3490684,-2.888491,0.1495726
0,7,0,2,13,34,39,20,1,5,0,5,39,0.3679369,-2.68124,0.1730769
1,7,1,3,16,32,33,16,0,4,1,4,38,0.3585026,-2.44555,0.1851852
3,6,3,3,15,31,36,26,1,4,1,3,36,0.3396341,-2.412751,0.1773504
2,5,1,1,17,31,22,20,0,2,2,5,37,0.3490684,-2.537861,0.1737892
0,6,0,2,18,34,39,28,0,11,0,4,39,0.3679369,-2.220619,0.2065527
0,7,0,3,15,33,39,22,1,6,0,5,39,0.3679369,-2.534233,0.1837607
4,15,2,10,14,31,26,10,0,1,3,6,35,0.3301998,-2.781287,0.1481481
1,7,1,2,15,32,27,21,0,4,1,6,38,0.3585026,-2.6365,0.1716524
0,4,0,2,17,36,39,31,1,4,0,3,39,0.3679369,-2.534233,0.1837607
3,10,1,3,16,33,29,15,0,5,3,7,36,0.3396341,-2.412751,0.1773504
3,11,1,3,14,31,26,9,0,7,3,9,36,0.3396341,-2.666896,0.1602564
2,9,1,4,17,30,30,27,0,2,2,3,37,0.3490684,-2.166605,0.1994302
2,11,1,5,18,34,31,23,0,4,2,4,37,0.3490684,-2.084104,0.2051282
0,14,0,4,15,36,39,7,1,7,0,10,39,0.3679369,-2.68124,0.1730769
2,13,1,8,14,32,26,15,1,1,2,6,37,0.3490684,-2.795677,0.1559829
1,7,1,3,18,35,37,28,1,2,1,4,38,0.3585026,-2.536,0.1787749
2,7,1,2,17,32,30,19,1,11,2,6,37,0.3490684,-2.207856,0.1965812
3,8,1,3,15,29,23,23,1,7,3,4,36,0.3396341,-2.148016,0.1951567
0,5,0,1,14,34,39,11,0,4,0,5,39,0.3679369,-2.671439,0.1737892
1,6,1,2,17,31,38,23,1,1,1,5,38,0.3585026,-2.164149,0.2051282
0,9,0,3,17,34,39,11,1,5,0,7,39,0.3679369,-2.612637,0.1780627
1,8,1,3,16,33,31,23,1,3,1,4,38,0.3585026,-2.174199,0.204416
1,7,1,2,17,34,31,22,0,8,1,6,38,0.3585026,-2.324949,0.1937322
2,11,1,5,14,34,35,17,0,0,2,6,37,0.3490684,-2.640987,0.1666667
0,5,0,2,16,32,39,22,0,7,0,4,39,0.3679369,-2.504832,0.1858974
0,3,0,1,15,35,39,33,1,1,0,3,39,0.3679369,-2.583235,0.1801994
