taxon	min	max
HC1-A1-1991	22	22
HC1-A2-1997	16	16
HC1-C1-1991	22	22
HC1-C2-1991	22	22
HC1-C3-1997	16	16
HC1-C4-2011	2	2
HC1-D1-1991	22	22
HC1-E1-1992	21	21
HC1-F1-1992	21	21
HC1-F2-1992	21	21
HC1-F3-1997	16	16
HC1-G1-1997	16	16
HC1-H1-1997	16	16
HC1-I1-1997	16	16
HC1-J1-1997	16	16
HC1-K1-2011	2	2
HC1-K2-2011	2	2
HC1-K3-2011	2	2
HC1-L1-2011	2	2
HC1-M1-2011	2	2
