taxon	min	max
HC1-C4-2011	2	2
HC1-C4-2012	1	1
HC1-C4-2013	0	0
HC1-K1-2011	2	2
HC1-K1-2012	1	1
HC1-K1-2013	0	0
HC1-K2-2011	2	2
HC1-K2-2012	1	1
HC1-K2-2013	0	0
HC1-K3-2011	2	2
HC1-L1-2011	2	2
HC1-M1-2011	2	2
