Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
1,26,1,5,14,39,32,11,0,0,1,12,60,0.2073417,-2.287781,0.06666929
1,17,1,4,12,38,51,11,0,0,1,11,60,0.2073417,-2.470819,0.05541456
0,20,0,6,14,39,61,18,0,0,0,11,61,0.2107974,-2.590315,0.04900694
0,24,0,7,10,39,61,9,0,0,0,13,61,0.2107974,-2.491765,0.05516236
0,26,0,4,13,40,61,9,0,0,0,14,61,0.2107974,-2.53328,0.05256936
0,20,0,6,13,40,61,13,0,0,0,10,61,0.2107974,-2.316368,0.06611759
1,25,1,5,11,39,31,9,0,0,1,11,60,0.2073417,-2.560159,0.04992119
0,24,0,5,13,40,61,9,0,0,0,15,61,0.2107974,-2.575425,0.04993695
1,27,1,5,14,40,57,15,0,0,1,13,60,0.2073417,-2.61143,0.0467686
0,30,0,8,9,40,61,5,0,0,0,14,61,0.2107974,-2.859088,0.03221942
0,35,0,7,9,40,61,7,0,0,0,10,61,0.2107974,-2.758141,0.03852459
1,24,1,4,11,40,60,7,0,0,1,15,60,0.2073417,-2.663214,0.04358449
0,33,0,7,10,40,61,5,0,0,0,16,61,0.2107974,-2.688234,0.04289092
0,24,0,6,13,40,61,11,0,0,0,10,61,0.2107974,-2.574921,0.04996847
1,28,1,5,12,40,59,10,0,0,1,14,60,0.2073417,-2.512861,0.05282945
0,23,0,3,12,40,61,7,0,0,0,15,61,0.2107974,-2.580977,0.04959016
0,24,0,5,9,40,61,5,0,0,0,15,61,0.2107974,-2.787542,0.03668821
0,35,0,11,10,40,61,11,0,0,0,12,61,0.2107974,-2.832463,0.03388241
0,12,0,2,13,39,61,24,0,0,0,9,61,0.2107974,-2.509178,0.05407472
2,26,1,5,13,40,56,10,0,0,2,14,59,0.203886,-2.370671,0.06041929
0,27,0,16,13,40,61,24,0,0,0,7,61,0.2107974,-2.248859,0.07033417
1,22,1,7,11,40,34,5,0,0,1,13,60,0.2073417,-2.628734,0.0457046
1,27,1,5,12,40,31,10,0,0,1,14,60,0.2073417,-2.395194,0.06006463
2,20,1,3,12,39,48,10,0,0,2,15,59,0.203886,-2.435268,0.05651009
1,38,1,8,10,39,48,6,0,0,1,13,60,0.2073417,-2.680005,0.04255202
1,38,1,14,8,40,60,6,0,0,1,12,60,0.2073417,-3.024546,0.02136665
0,23,0,6,17,40,61,14,0,0,0,10,61,0.2107974,-2.422616,0.0594814
0,18,0,3,12,40,61,8,0,0,0,11,61,0.2107974,-2.6659,0.04428594
2,25,1,4,15,39,30,15,0,0,2,15,59,0.203886,-2.299954,0.06469893
1,24,1,3,14,40,59,14,0,0,1,15,60,0.2073417,-2.451208,0.05662043
0,28,0,4,9,40,61,12,0,0,0,15,61,0.2107974,-2.861991,0.03203815
2,25,1,4,10,40,36,7,0,0,2,16,59,0.203886,-2.603401,0.04633512
0,24,0,5,13,40,61,13,0,0,0,11,61,0.2107974,-2.316116,0.06613335
0,26,0,9,13,40,61,11,0,0,0,11,61,0.2107974,-2.463247,0.05694357
0,19,0,3,13,40,61,8,0,0,0,14,61,0.2107974,-2.529999,0.05277427
0,31,0,6,10,40,61,7,0,0,0,12,61,0.2107974,-2.715364,0.04119641
1,35,1,13,10,40,37,5,0,0,1,12,60,0.2073417,-2.694233,0.04167718
0,24,0,5,10,40,61,6,0,0,0,16,61,0.2107974,-2.764324,0.0381384
0,31,0,6,11,39,61,7,0,0,0,12,61,0.2107974,-2.751327,0.03895019
0,25,0,5,11,40,61,6,0,0,0,14,61,0.2107974,-2.822747,0.03448928
0,25,0,9,11,40,61,17,0,0,0,11,61,0.2107974,-2.406338,0.06049811
0,22,0,4,10,40,61,12,0,0,0,15,61,0.2107974,-2.611766,0.04766709
0,31,0,6,11,40,61,5,0,0,0,16,61,0.2107974,-2.747415,0.03919451
0,34,0,7,10,40,61,7,0,0,0,13,61,0.2107974,-2.722304,0.04076293
0,26,0,3,10,40,61,17,0,0,0,14,61,0.2107974,-2.650631,0.0452396
2,21,1,6,12,39,36,13,0,0,2,10,59,0.203886,-2.662918,0.04273329
1,19,1,4,13,39,53,7,0,0,1,14,60,0.2073417,-2.505683,0.05327081
1,24,1,5,13,40,54,19,0,0,1,11,60,0.2073417,-2.531063,0.05171028
0,23,0,6,14,39,61,11,0,0,0,11,61,0.2107974,-2.538075,0.05226986
1,20,1,3,12,40,50,10,0,0,1,16,60,0.2073417,-2.539266,0.05120586
1,16,1,3,13,39,49,23,0,0,1,11,60,0.2073417,-2.548751,0.05062264
1,28,1,4,13,40,34,13,0,0,1,14,60,0.2073417,-2.156143,0.07476356
0,31,0,5,9,40,61,7,0,0,0,16,61,0.2107974,-2.679906,0.0434111
2,24,1,5,13,39,42,11,0,0,2,13,59,0.203886,-2.563549,0.04874685
1,27,1,6,12,40,50,10,0,0,1,14,60,0.2073417,-2.62899,0.04568884
1,26,1,4,12,38,31,14,0,0,1,16,60,0.2073417,-2.61284,0.0466819
0,27,0,13,13,40,61,14,0,0,0,10,61,0.2107974,-2.351574,0.06391866
1,26,1,4,12,40,47,10,0,0,1,9,60,0.2073417,-2.85548,0.0317623
1,31,1,7,13,39,53,18,0,0,1,10,60,0.2073417,-2.425444,0.0582046
1,26,1,4,12,40,43,7,0,0,1,16,60,0.2073417,-2.424547,0.05825977
0,25,0,4,12,40,61,11,0,0,0,13,61,0.2107974,-2.851012,0.03272383
2,24,2,10,12,39,36,9,0,0,1,10,59,0.203886,-2.621243,0.04525536
0,29,0,6,12,40,61,12,0,0,0,12,61,0.2107974,-2.621483,0.04706021
1,18,1,4,14,40,57,12,0,0,1,10,60,0.2073417,-2.405577,0.05942623
0,26,0,7,12,40,61,10,0,0,0,13,61,0.2107974,-2.505898,0.05427963
1,36,1,12,9,40,31,5,0,0,1,14,60,0.2073417,-3.000705,0.0228326
1,20,1,4,12,40,58,7,0,0,1,13,60,0.2073417,-2.351998,0.06272068
4,27,1,9,13,39,24,11,0,0,4,12,57,0.1969746,-2.322421,0.06093947
6,35,2,6,11,38,24,7,0,0,5,13,55,0.1900633,-2.58094,0.04389975
0,29,0,5,11,40,61,6,0,0,0,14,61,0.2107974,-2.732273,0.04014029
0,30,0,4,10,40,61,8,0,0,0,15,61,0.2107974,-2.60571,0.0480454
0,26,0,4,13,40,61,15,0,0,0,15,61,0.2107974,-2.671073,0.0439628
2,25,1,4,12,40,42,10,0,0,2,12,59,0.203886,-2.516795,0.05157629
4,22,1,4,12,38,30,10,0,0,4,13,57,0.1969746,-2.550624,0.04757251
0,18,0,4,14,40,61,17,0,0,0,11,61,0.2107974,-2.39107,0.06145177
0,21,0,4,13,40,61,11,0,0,0,16,61,0.2107974,-2.392458,0.06136507
0,22,0,6,13,40,61,13,0,0,0,13,61,0.2107974,-2.481039,0.05583228
1,21,1,2,13,40,42,12,0,0,1,16,60,0.2073417,-2.423265,0.05833859
1,23,1,6,12,40,45,9,0,0,1,12,60,0.2073417,-2.394297,0.0601198
1,24,1,6,16,40,39,11,0,0,1,11,60,0.2073417,-2.423521,0.05832282
0,19,0,4,13,40,61,16,0,0,0,12,61,0.2107974,-2.587034,0.04921185
0,18,0,3,14,40,61,23,0,0,0,10,61,0.2107974,-2.412521,0.06011192
0,32,0,5,9,40,61,4,0,0,0,16,61,0.2107974,-2.711326,0.04144861
0,27,0,7,12,40,61,7,0,0,0,14,61,0.2107974,-2.506402,0.05424811
0,19,0,6,12,40,61,17,0,0,0,11,61,0.2107974,-2.442553,0.05823613
0,21,0,3,12,40,61,7,0,0,0,14,61,0.2107974,-2.77934,0.0372005
0,25,0,5,12,40,61,17,0,0,0,14,61,0.2107974,-2.722935,0.04072352
1,27,1,11,13,40,51,8,0,0,1,11,60,0.2073417,-2.502223,0.05348361
1,24,1,4,13,40,30,10,0,0,1,15,60,0.2073417,-2.492866,0.05405895
1,22,1,3,13,40,60,7,0,0,1,15,60,0.2073417,-2.432878,0.05774748
2,26,1,7,13,40,37,11,0,0,2,11,59,0.203886,-2.216603,0.06974306
1,21,1,5,14,40,35,9,0,0,1,10,60,0.2073417,-2.504914,0.0533181
0,19,0,4,11,40,61,13,0,0,0,10,61,0.2107974,-2.539967,0.05215164
0,22,0,4,11,40,61,7,0,0,0,15,61,0.2107974,-2.471954,0.05639975
0,19,0,3,13,40,61,19,0,0,0,14,61,0.2107974,-2.445581,0.05804697
0,15,0,2,12,40,61,12,0,0,0,12,61,0.2107974,-2.461607,0.05704603
1,17,1,4,14,40,56,8,0,0,1,11,60,0.2073417,-2.378018,0.06112074
0,30,0,7,11,40,61,7,0,0,0,13,61,0.2107974,-2.766974,0.03797289
1,31,1,10,12,40,59,6,0,0,1,13,60,0.2073417,-2.836638,0.03292087
0,24,0,10,14,40,61,11,0,0,0,11,61,0.2107974,-2.567097,0.05045712
1,24,1,5,15,40,40,20,0,0,1,12,60,0.2073417,-2.30124,0.06584174
0,31,0,7,10,40,61,5,0,0,0,14,61,0.2107974,-2.683313,0.0431983
1,23,1,5,14,40,33,9,0,0,1,14,60,0.2073417,-2.333028,0.06388714
0,27,0,12,11,40,61,10,0,0,0,14,61,0.2107974,-2.499714,0.05466583
0,23,0,5,12,40,61,7,0,0,0,13,61,0.2107974,-2.583375,0.04944042
0,22,0,5,12,40,61,10,0,0,0,11,61,0.2107974,-2.521797,0.05328657
3,25,1,5,14,38,25,13,0,0,3,12,58,0.2004303,-2.420398,0.05630517
0,22,0,6,14,40,61,17,0,0,0,14,61,0.2107974,-2.671199,0.04395492
1,28,1,4,11,40,34,6,0,0,1,15,60,0.2073417,-2.818437,0.03404004
0,18,0,5,15,40,61,12,0,0,0,12,61,0.2107974,-2.705017,0.04184269
2,22,1,5,11,39,44,14,0,0,2,12,59,0.203886,-2.473426,0.05420082
0,23,0,4,15,40,61,7,0,0,0,14,61,0.2107974,-2.43902,0.05845681
1,25,1,4,11,40,59,14,0,0,1,13,60,0.2073417,-2.567593,0.04946406
2,30,1,7,10,39,36,7,0,0,2,12,59,0.203886,-2.889787,0.02900378
1,26,1,5,13,40,50,8,0,0,1,16,60,0.2073417,-2.495301,0.05390921
2,29,1,5,11,39,40,8,0,0,2,12,59,0.203886,-2.718138,0.03939155
0,19,0,4,15,40,61,16,0,0,0,12,61,0.2107974,-2.240531,0.07085435
1,27,1,5,11,40,58,9,0,0,1,14,60,0.2073417,-2.687824,0.04207125
0,27,0,11,12,40,61,19,0,0,0,10,61,0.2107974,-2.570883,0.05022068
4,29,1,6,12,39,31,7,0,0,4,14,57,0.1969746,-2.631222,0.04285151
0,19,0,6,15,40,61,13,0,0,0,9,61,0.2107974,-2.448105,0.05788934
2,23,2,4,11,40,54,10,0,0,1,12,59,0.203886,-2.535679,0.05043348
0,26,0,5,11,40,61,8,0,0,0,13,61,0.2107974,-2.609621,0.04780107
0,18,0,8,14,40,61,15,0,0,0,8,61,0.2107974,-2.197376,0.07354981
1,25,1,5,13,40,49,7,0,0,1,14,60,0.2073417,-2.519398,0.05242749
0,28,0,3,12,40,61,8,0,0,0,16,61,0.2107974,-2.7671,0.03796501
