Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
1,10,1,5,18,27,32,14,2,3,1,5,33,0.2735793,0.7845543,0.3280186
1,7,1,3,18,28,32,22,4,4,1,4,33,0.2735793,1.018798,0.3442724
0,6,0,3,18,30,34,22,2,3,0,3,34,0.2818696,0.6032587,0.3249226
0,7,0,3,19,29,34,22,0,3,0,4,34,0.2818696,0.4449187,0.3136223
0,7,0,3,16,29,34,22,2,2,0,4,34,0.2818696,0.1520982,0.2927245
2,10,1,5,17,26,25,16,3,3,2,4,32,0.265289,0.4873669,0.2981424
0,6,0,3,18,27,34,22,0,4,0,3,34,0.2818696,0.4904686,0.3168731
1,9,1,4,15,27,22,20,1,3,1,4,33,0.2735793,0.4186881,0.3026316
1,8,1,5,18,27,33,22,3,4,1,3,33,0.2735793,0.7466291,0.325387
1,6,1,3,18,26,32,22,4,5,1,3,33,0.2735793,0.9139459,0.3369969
0,7,0,3,17,29,34,22,2,3,0,4,34,0.2818696,0.6336253,0.3270898
2,7,2,4,18,26,31,22,1,6,1,3,32,0.265289,0.8272311,0.3210526
2,7,1,3,19,27,25,22,0,3,2,3,32,0.265289,1.286507,0.3520124
2,8,1,5,17,27,29,22,0,0,2,3,32,0.265289,0.4460321,0.295356
2,8,1,3,19,26,25,22,3,4,2,5,32,0.265289,1.102797,0.3396285
2,8,1,3,18,25,31,22,2,2,2,5,32,0.265289,0.3679552,0.2900929
3,7,3,3,17,25,31,22,3,3,1,4,31,0.2569988,1.154027,0.3325077
0,7,0,3,17,28,34,16,3,5,0,4,34,0.2818696,0.831008,0.3411765
1,6,1,3,15,25,25,22,0,3,1,3,33,0.2735793,0.3963792,0.3010836
1,8,1,4,17,24,31,17,2,4,1,4,33,0.2735793,0.3116054,0.2952012
1,7,1,3,18,27,26,16,4,6,1,4,33,0.2735793,0.9764109,0.3413313
1,6,1,3,19,29,33,22,1,1,1,3,33,0.2735793,1.137035,0.3524768
0,9,0,3,18,26,34,22,3,4,0,4,34,0.2818696,0.5598779,0.3218266
0,7,0,3,17,26,34,22,4,4,0,3,34,0.2818696,0.8505294,0.3425697
0,6,0,3,19,29,34,22,3,5,0,3,34,0.2818696,1.184562,0.3664087
1,7,1,3,18,30,24,22,3,3,1,4,33,0.2735793,1.032183,0.3452012
0,7,0,3,18,29,34,22,4,5,0,3,34,0.2818696,1.034898,0.3557276
0,7,0,4,17,29,34,22,5,6,0,3,34,0.2818696,0.4492568,0.3139319
2,8,1,4,17,27,22,22,2,6,2,4,32,0.265289,0.5746294,0.3040248
2,7,1,3,17,25,18,16,1,4,2,4,32,0.265289,0.5700366,0.3037152
0,7,0,4,19,29,34,22,0,3,0,3,34,0.2818696,0.8158247,0.3400929
2,7,1,4,16,26,30,22,1,4,2,3,32,0.265289,0.6504099,0.3091331
1,7,1,4,18,25,32,22,5,5,1,3,33,0.2735793,1.047799,0.3462848
2,8,1,3,18,24,18,16,0,0,2,5,32,0.265289,0.5332945,0.3012384
2,8,1,3,17,23,31,18,1,6,2,5,32,0.265289,0.5264054,0.300774
0,7,0,4,16,27,34,22,2,2,0,3,34,0.2818696,0.4644401,0.3150155
1,9,1,4,18,29,33,22,1,3,1,4,33,0.2735793,0.9072533,0.3365325
3,8,1,4,20,24,25,22,3,4,3,4,31,0.2569988,1.284148,0.3410217
1,8,1,4,17,27,32,16,1,1,1,4,33,0.2735793,0.1643666,0.2849845
1,8,1,4,17,29,32,22,4,6,1,4,33,0.2735793,1.09911,0.3498452
0,8,0,4,14,28,34,22,0,3,0,3,34,0.2818696,-0.1992865,0.2676471
0,7,0,3,17,29,34,22,1,3,0,4,34,0.2818696,0.7052036,0.3321981
1,6,1,3,19,27,25,22,0,4,1,3,33,0.2735793,1.07457,0.3481424
0,9,0,5,16,28,34,22,2,2,0,3,34,0.2818696,0.4969757,0.3173375
3,9,2,4,16,27,26,22,2,4,2,4,31,0.2569988,0.777859,0.3078947
3,6,2,3,16,24,22,22,1,5,2,3,31,0.2569988,0.7944199,0.3089783
3,8,2,4,17,25,30,19,1,5,2,4,31,0.2569988,1.132735,0.3311146
3,7,2,3,15,25,25,22,1,2,2,4,31,0.2569988,0.3922275,0.2826625
1,6,1,3,18,29,25,22,4,6,1,3,33,0.2735793,1.186115,0.3558824
2,9,1,5,19,25,31,22,1,5,2,4,32,0.265289,0.9007152,0.3260062
0,7,0,4,15,27,34,22,0,4,0,3,34,0.2818696,-0.05396074,0.2780186
0,7,0,4,18,28,34,22,1,5,0,3,34,0.2818696,1.024053,0.3549536
2,7,1,3,18,28,22,19,5,6,2,4,32,0.265289,1.20843,0.3467492
4,7,2,3,16,27,24,13,2,3,3,4,30,0.2487085,1.1987,0.3247678
0,6,0,3,18,28,34,22,1,1,0,3,34,0.2818696,0.9177697,0.3473684
0,6,0,3,19,28,34,22,1,5,0,3,34,0.2818696,0.987179,0.352322
2,7,1,3,19,29,24,22,2,6,2,4,32,0.265289,1.199245,0.34613
0,7,0,3,18,29,34,16,2,5,0,4,34,0.2818696,0.7442464,0.3349845
2,8,1,5,18,25,29,22,1,6,2,3,32,0.265289,0.8524913,0.3227554
0,6,0,3,19,29,34,22,1,4,0,3,34,0.2818696,0.9698266,0.3510836
4,8,1,3,16,23,26,22,2,2,4,4,30,0.2487085,0.6692984,0.2911765
2,7,2,3,17,25,25,22,0,4,1,3,32,0.265289,0.8685659,0.323839
0,6,0,3,17,27,34,22,1,3,0,3,34,0.2818696,0.7117108,0.3326625
0,7,0,3,19,28,34,16,3,5,0,4,34,0.2818696,0.831008,0.3411765
0,8,0,5,17,29,34,22,1,3,0,3,34,0.2818696,0.2909168,0.3026316
2,8,1,5,18,27,24,22,4,5,2,3,32,0.265289,0.8616768,0.3233746
1,7,1,3,17,26,31,18,3,4,1,4,33,0.2735793,0.7667071,0.3267802
0,7,0,3,17,27,34,18,1,5,0,4,34,0.2818696,0.2215075,0.297678
2,8,1,3,19,28,30,22,3,6,2,4,32,0.265289,1.15791,0.3433437
3,8,2,4,18,25,25,22,2,6,2,3,31,0.2569988,1.172954,0.3337461
2,10,1,5,17,25,27,16,2,6,2,4,32,0.265289,1.001756,0.3328173
0,7,0,4,19,27,34,22,2,5,0,3,34,0.2818696,0.670499,0.3297214
0,7,0,3,19,27,34,22,2,3,0,4,34,0.2818696,0.5013138,0.3176471
0,8,0,4,18,28,34,22,0,3,0,4,34,0.2818696,0.566385,0.322291
0,7,0,4,18,27,34,22,3,4,0,3,34,0.2818696,0.8505294,0.3425697
0,6,0,3,19,27,34,22,2,6,0,3,34,0.2818696,0.6856823,0.330805
1,8,1,3,17,28,19,17,2,4,1,5,33,0.2735793,0.728782,0.3241486
1,8,1,3,17,26,32,19,4,5,1,4,33,0.2735793,0.7644762,0.3266254
3,8,1,3,16,27,25,11,4,4,3,5,31,0.2569988,0.6855913,0.3018576
0,10,0,5,19,28,34,19,1,5,0,5,34,0.2818696,0.6921894,0.3312693
0,8,0,4,18,27,34,17,1,1,0,4,34,0.2818696,0.5880754,0.323839
1,6,1,3,17,25,24,22,0,5,1,3,33,0.2735793,0.6685479,0.319969
1,7,1,3,17,26,33,22,3,3,1,4,33,0.2735793,0.8626355,0.3334365
3,8,1,4,15,23,25,22,2,4,3,4,31,0.2569988,0.6051529,0.2965944
0,7,0,3,18,27,34,15,2,2,0,4,34,0.2818696,0.6791751,0.3303406
0,7,0,3,18,29,34,22,1,3,0,4,34,0.2818696,0.3690023,0.3082043
3,10,2,6,18,24,26,22,0,2,2,3,31,0.2569988,1.019174,0.3236842
1,8,1,5,16,28,31,22,0,4,1,3,33,0.2735793,0.2647566,0.2919505
1,7,1,3,18,27,25,22,4,4,1,4,33,0.2735793,1.159344,0.3540248
1,6,1,3,18,27,24,22,6,8,1,3,33,0.2735793,1.297659,0.3636223
1,9,1,3,17,26,24,16,1,1,1,5,33,0.2735793,0.4856149,0.3072755
1,6,1,3,18,29,24,22,2,2,1,3,33,0.2735793,0.9518711,0.3396285
0,10,0,5,15,29,34,14,2,4,0,4,34,0.2818696,0.09787214,0.2888545
3,9,2,4,17,26,30,14,0,2,2,5,31,0.2569988,0.9458335,0.3188854
1,8,1,3,18,27,32,9,2,5,1,5,33,0.2735793,0.5726196,0.3133127
0,7,0,4,18,28,34,22,1,7,0,3,34,0.2818696,0.7138798,0.3328173
1,6,1,3,16,26,32,22,1,4,1,3,33,0.2735793,0.2201388,0.2888545
