Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
0,9,0,3,16,38,46,10,0,4,0,7,46,0.3856749,-3.802266,0.1125776
0,13,0,3,16,39,46,13,0,8,0,9,46,0.3856749,-3.867124,0.1079193
1,15,1,3,14,35,25,13,0,9,1,11,45,0.3772907,-3.710165,0.1164596
2,13,1,3,15,37,41,8,0,3,2,8,44,0.3689065,-3.817176,0.1063665
1,10,1,4,17,39,39,23,0,4,1,7,45,0.3772907,-3.732253,0.1149068
0,12,0,5,14,39,46,13,0,1,0,7,46,0.3856749,-3.899553,0.1055901
3,16,1,4,13,36,13,7,0,3,3,9,43,0.3605222,-3.963668,0.0939441
2,16,2,4,14,37,40,8,0,7,1,9,44,0.3689065,-3.918772,0.09937888
4,18,1,5,15,36,30,17,0,7,4,9,42,0.352138,-3.656301,0.1118012
0,22,0,7,12,38,46,6,0,5,0,10,46,0.3856749,-4.277888,0.07841615
1,11,1,4,17,38,33,16,0,12,1,7,45,0.3772907,-3.632859,0.1218944
1,11,1,4,17,37,24,12,0,7,1,7,45,0.3772907,-3.953128,0.09937888
1,13,1,3,15,35,37,11,0,7,1,9,45,0.3772907,-3.721209,0.1156832
0,13,0,3,15,39,46,13,0,9,0,7,46,0.3856749,-3.888743,0.1063665
1,8,1,3,14,37,45,20,0,6,1,5,45,0.3772907,-3.787472,0.1110248
3,14,2,3,16,38,39,10,0,8,2,9,43,0.3605222,-3.675068,0.113354
2,13,1,3,12,37,33,10,0,9,2,10,44,0.3689065,-3.93006,0.09860248
4,17,2,4,14,34,22,8,0,8,3,12,42,0.352138,-3.975212,0.09083851
3,19,1,4,12,34,21,5,0,6,3,12,43,0.3605222,-4.032932,0.08928571
2,12,1,3,12,36,24,9,0,5,2,8,44,0.3689065,-3.896195,0.1009317
2,16,1,3,11,35,27,7,0,5,2,11,44,0.3689065,-3.963925,0.09627329
2,14,1,3,16,36,41,16,0,10,2,8,44,0.3689065,-3.805888,0.1071429
3,12,1,4,15,37,20,12,0,3,3,6,43,0.3605222,-3.802052,0.1048137
1,15,1,3,13,36,40,9,0,2,1,11,45,0.3772907,-4.052522,0.0923913
2,17,1,3,13,32,37,4,0,4,2,11,44,0.3689065,-4.054232,0.09006211
0,13,0,3,13,39,46,12,0,9,0,9,46,0.3856749,-3.931981,0.1032609
