Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
3,17,1,13,17,33,38,28,0,4,3,3,45,0.3104431,-1.788134,0.1890783
3,21,1,13,13,34,33,13,0,0,3,6,45,0.3104431,-2.462491,0.1433081
2,17,1,13,18,34,34,26,0,5,2,4,46,0.3173418,-1.859157,0.188447
4,23,1,13,15,35,35,20,0,2,4,4,44,0.3035443,-2.512464,0.1366793
2,21,1,14,14,39,35,8,0,2,2,6,46,0.3173418,-2.833494,0.1208965
7,19,3,13,15,31,19,12,0,1,4,5,41,0.2828481,-2.116828,0.1515152
2,21,1,14,14,33,23,19,0,1,2,4,46,0.3173418,-2.387302,0.1518308
6,23,2,13,15,32,34,14,0,5,5,8,42,0.2897469,-2.052606,0.1594066
5,21,1,14,16,31,32,12,0,0,5,7,43,0.2966456,-2.448055,0.1376263
0,21,0,13,15,38,48,14,0,6,0,7,48,0.3311393,-2.30283,0.1647727
4,21,2,13,17,33,32,23,0,0,3,5,44,0.3035443,-1.923117,0.1758207
4,21,1,14,15,34,29,20,0,7,4,4,44,0.3035443,-2.117982,0.1628788
6,21,3,13,16,27,35,14,0,1,3,7,42,0.2897469,-1.873651,0.1707702
4,20,2,13,14,32,34,13,0,3,3,6,44,0.3035443,-2.773868,0.1193182
6,21,1,14,14,33,24,11,0,1,6,5,42,0.2897469,-2.539762,0.1284722
3,19,2,13,16,32,40,23,0,0,2,6,45,0.3104431,-2.150891,0.1644571
1,23,1,13,13,38,45,8,0,5,1,6,47,0.3242405,-2.96626,0.1142677
3,19,1,13,16,33,37,24,0,2,3,6,45,0.3104431,-2.146241,0.1647727
