Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
1,12,1,3,15,37,54,21,0,2,1,5,54,0.3251186,-3.543608,0.07465565
3,14,1,4,18,38,33,22,0,6,3,8,52,0.3130771,-3.49916,0.07465565
0,21,0,5,14,37,55,12,0,3,0,11,55,0.3311393,-3.78672,0.05867769
1,14,1,6,17,37,29,20,0,2,1,5,54,0.3251186,-3.512427,0.0768595
1,11,1,6,15,34,28,23,0,5,1,5,54,0.3251186,-3.399397,0.08484848
0,15,0,3,15,36,55,20,0,4,0,8,55,0.3311393,-3.545512,0.07603306
1,13,1,4,16,40,52,21,0,8,1,6,54,0.3251186,-3.42668,0.08292011
0,12,0,3,15,39,55,17,0,6,0,7,55,0.3311393,-3.618257,0.0707989
0,12,0,2,15,38,55,12,0,3,0,9,55,0.3311393,-3.57997,0.07355372
3,18,1,6,13,33,25,9,0,1,3,9,52,0.3130771,-3.640668,0.06501377
1,25,1,4,12,39,54,10,0,6,1,9,54,0.3251186,-3.890493,0.05013774
3,10,1,3,16,33,29,17,0,6,3,6,52,0.3130771,-3.422342,0.07988981
1,16,1,5,16,34,53,12,0,8,1,8,54,0.3251186,-3.559198,0.07355372
1,18,1,4,13,35,54,8,0,3,1,12,54,0.3251186,-3.707307,0.0630854
2,16,1,5,14,38,27,10,0,6,2,10,53,0.3190978,-3.597202,0.06942149
0,17,0,5,13,38,55,12,0,2,0,10,55,0.3311393,-3.691002,0.06556474
0,23,0,5,15,39,55,7,0,4,0,12,55,0.3311393,-3.779062,0.05922865
1,19,1,5,14,36,50,11,0,3,1,10,54,0.3251186,-3.695614,0.06391185
1,13,1,3,13,35,41,12,0,3,1,9,54,0.3251186,-3.555301,0.0738292
1,13,1,2,16,35,52,19,0,6,1,11,54,0.3251186,-3.563096,0.07327824
1,14,1,3,16,39,52,12,0,4,1,8,54,0.3251186,-3.563096,0.07327824
1,17,1,4,14,40,29,14,0,5,1,12,54,0.3251186,-3.594277,0.07107438
3,14,1,3,15,39,23,14,0,9,3,10,52,0.3130771,-3.426385,0.07961433
1,16,1,4,13,39,29,14,0,4,1,9,54,0.3251186,-3.695614,0.06391185
2,22,1,3,13,38,31,5,0,3,2,13,53,0.3190978,-3.771838,0.05730028
0,16,0,4,13,35,55,9,0,5,0,9,55,0.3311393,-3.606771,0.07162534
